epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,4017.89,1.17583,0.67438,1.25479,0.8864,0.84375,0.85569,0.43125,1.26553,0.6191,1.35832,0.000713,0.000713,0.000713
132,4047.68,1.17783,0.68301,1.25902,0.87042,0.83333,0.88844,0.43589,1.22325,0.56656,1.30668,0.0007031,0.0007031,0.0007031
133,4077.52,1.18423,0.69782,1.2699,0.86815,0.875,0.88339,0.44182,1.27391,0.57728,1.36553,0.0006932,0.0006932,0.0006932
134,4107.47,1.1467,0.65731,1.2181,0.92041,0.8433,0.88779,0.44609,1.27351,0.59005,1.39242,0.0006833,0.0006833,0.0006833
135,4137.05,1.1199,0.66144,1.21793,0.86303,0.85327,0.88843,0.44177,1.24494,0.59158,1.34984,0.0006734,0.0006734,0.0006734
136,4166.82,1.14618,0.67408,1.25523,0.91552,0.79167,0.88231,0.46273,1.2104,0.64769,1.29249,0.0006635,0.0006635,0.0006635
137,4197.04,1.13951,0.66801,1.2419,0.92364,0.83333,0.89194,0.45809,1.20391,0.5887,1.31382,0.0006536,0.0006536,0.0006536
138,4226.94,1.1322,0.66184,1.22679,0.89042,0.84645,0.88166,0.43716,1.26218,0.67589,1.38226,0.0006437,0.0006437,0.0006437
139,4256.8,1.11561,0.65512,1.22794,0.89065,0.84845,0.89606,0.47086,1.24955,0.5829,1.2957,0.0006338,0.0006338,0.0006338
140,4287.11,1.13045,0.6585,1.23364,0.87636,0.85417,0.87807,0.42789,1.28169,0.6629,1.40958,0.0006239,0.0006239,0.0006239
141,4316.94,1.13133,0.64769,1.23295,0.91892,0.85417,0.90606,0.45061,1.2006,0.58842,1.29327,0.000614,0.000614,0.000614
142,4346.76,1.12025,0.63978,1.20459,0.87243,0.8125,0.86581,0.44415,1.25112,0.58305,1.34502,0.0006041,0.0006041,0.0006041
143,4376.68,1.10779,0.66283,1.22689,0.91965,0.82292,0.88352,0.45336,1.30821,0.69739,1.36515,0.0005942,0.0005942,0.0005942
144,4406.71,1.10851,0.63209,1.21069,0.88053,0.8445,0.88167,0.45749,1.27305,0.62255,1.35754,0.0005843,0.0005843,0.0005843
145,4436.71,1.12458,0.65045,1.24338,0.89774,0.82303,0.86412,0.44455,1.28681,0.65067,1.36798,0.0005744,0.0005744,0.0005744
146,4466.85,1.1059,0.63387,1.20199,0.92984,0.8125,0.88315,0.44517,1.25513,0.6163,1.33288,0.0005645,0.0005645,0.0005645
147,4496.79,1.08911,0.62139,1.20791,0.86237,0.82292,0.85745,0.43934,1.30229,0.6868,1.38528,0.0005546,0.0005546,0.0005546
148,4526.65,1.05296,0.60386,1.17457,0.89881,0.8125,0.87947,0.45107,1.29113,0.61146,1.37391,0.0005447,0.0005447,0.0005447
149,4556.53,1.10353,0.62349,1.21157,0.906,0.83333,0.88636,0.43783,1.30639,0.58335,1.40019,0.0005348,0.0005348,0.0005348
150,4586.49,1.06112,0.61112,1.18082,0.85959,0.82904,0.86557,0.43563,1.27362,0.57842,1.39924,0.0005249,0.0005249,0.0005249
151,4616.52,1.05426,0.61049,1.18547,0.90908,0.83319,0.87895,0.44842,1.27752,0.65834,1.3947,0.000515,0.000515,0.000515
152,4646.41,1.08371,0.65747,1.2093,0.91542,0.83333,0.88669,0.45316,1.27104,0.60011,1.3702,0.0005051,0.0005051,0.0005051
153,4676.31,1.05463,0.61105,1.17942,0.919,0.82733,0.87359,0.43903,1.30834,0.56388,1.42502,0.0004952,0.0004952,0.0004952
154,4706.06,1.07911,0.6193,1.20735,0.90556,0.79905,0.86608,0.44304,1.32074,0.60325,1.41728,0.0004853,0.0004853,0.0004853
155,4735.98,1.0719,0.61966,1.21172,0.90073,0.85417,0.88349,0.45099,1.29979,0.59731,1.39755,0.0004754,0.0004754,0.0004754
156,4765.77,1.0258,0.58045,1.161,0.90226,0.8125,0.87704,0.43972,1.31104,0.6045,1.42367,0.0004655,0.0004655,0.0004655
157,4795.7,1.04972,0.59682,1.17438,0.92795,0.86458,0.90118,0.44973,1.31512,0.58892,1.41391,0.0004556,0.0004556,0.0004556
158,4825.65,1.03271,0.60678,1.16171,0.92262,0.82292,0.90046,0.4459,1.29215,0.63473,1.38247,0.0004457,0.0004457,0.0004457
159,4855.49,1.03205,0.58664,1.17273,0.90981,0.84068,0.89381,0.44363,1.29764,0.65695,1.4042,0.0004358,0.0004358,0.0004358
160,4885.37,1.04431,0.6055,1.18335,0.9053,0.79665,0.87639,0.43963,1.26965,0.66206,1.40081,0.0004259,0.0004259,0.0004259
161,4915.35,1.02589,0.60744,1.17455,0.91158,0.82292,0.87982,0.45813,1.24774,0.57292,1.36928,0.000416,0.000416,0.000416
162,4945.33,1.03164,0.59303,1.15422,0.91106,0.85368,0.89008,0.44568,1.28264,0.58422,1.41526,0.0004061,0.0004061,0.0004061
163,4975.16,1.04182,0.59311,1.1766,0.8964,0.81114,0.86437,0.4361,1.29725,0.584,1.42952,0.0003962,0.0003962,0.0003962
164,5004.94,1.0165,0.58307,1.16331,0.93237,0.8125,0.89003,0.44472,1.28104,0.59483,1.41271,0.0003863,0.0003863,0.0003863
165,5034.71,0.99414,0.58326,1.16064,0.93541,0.85417,0.89124,0.44733,1.29623,0.55124,1.41196,0.0003764,0.0003764,0.0003764
166,5064.53,0.99512,0.57929,1.14952,0.93151,0.86458,0.89188,0.45425,1.27602,0.56044,1.40869,0.0003665,0.0003665,0.0003665
167,5094.52,1.01455,0.5839,1.15936,0.93626,0.8125,0.87734,0.44819,1.26775,0.56722,1.42065,0.0003566,0.0003566,0.0003566
168,5124.37,1.00677,0.57151,1.16416,0.90292,0.83333,0.87968,0.44533,1.27888,0.52954,1.42143,0.0003467,0.0003467,0.0003467
169,5154.18,1.00094,0.57641,1.15365,0.89592,0.80208,0.85424,0.41834,1.30735,0.56549,1.43919,0.0003368,0.0003368,0.0003368
